,State,Year,Month,Indicator,Data Value,Percent Complete,Percent Pending Investigation,State Name,Predicted Value
3350,CT,2018,October,Number of Drug Overdose Deaths,1081,100.0,0.0284270372710044,Connecticut,1081
3351,CT,2018,October,Natural & semi-synthetic opioids (T40.2),155,100.0,0.0284270372710044,Connecticut,156
3352,CT,2018,October,Heroin (T40.1),353,100.0,0.0284270372710044,Connecticut,354
3353,CT,2018,October,Methadone (T40.3),92,100.0,0.0284270372710044,Connecticut,93
3355,CT,2018,September,"Synthetic opioids, excl. methadone (T40.4)",762,100.0,0.0253076460725697,Connecticut,764
3356,CT,2018,September,Heroin (T40.1),358,100.0,0.0253076460725697,Connecticut,359
3358,CT,2018,September,Cocaine (T40.5),310,100.0,0.0253076460725697,Connecticut,311
3359,CT,2018,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",244,100.0,0.0253076460725697,Connecticut,245
3360,CT,2018,September,Psychostimulants with abuse potential (T43.6),61,100.0,0.0253076460725697,Connecticut,62
3361,CT,2018,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",890,100.0,0.0253076460725697,Connecticut,891
3362,CT,2018,September,Natural & semi-synthetic opioids (T40.2),161,100.0,0.0253076460725697,Connecticut,162
3363,CT,2018,September,Methadone (T40.3),90,100.0,0.0253076460725697,Connecticut,91
3364,CT,2018,September,"Opioids (T40.0-T40.4,T40.6)",959,100.0,0.0253076460725697,Connecticut,959
3365,CT,2018,September,Number of Drug Overdose Deaths,1083,100.0,0.0253076460725697,Connecticut,1083
3367,CT,2019,April,Natural & semi-synthetic opioids (T40.2),171,100.0,0.0824611481129083,Connecticut,173
3369,CT,2019,April,Methadone (T40.3),74,100.0,0.0824611481129083,Connecticut,76
3370,CT,2019,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",240,100.0,0.0824611481129083,Connecticut,243
3371,CT,2019,April,"Synthetic opioids, excl. methadone (T40.4)",805,100.0,0.0824611481129083,Connecticut,814
3372,CT,2019,April,"Opioids (T40.0-T40.4,T40.6)",965,100.0,0.0824611481129083,Connecticut,974
3373,CT,2019,April,Heroin (T40.1),330,100.0,0.0824611481129083,Connecticut,333
3374,CT,2019,April,Number of Drug Overdose Deaths,1080,100.0,0.0824611481129083,Connecticut,1087
3375,CT,2019,April,Cocaine (T40.5),307,100.0,0.0824611481129083,Connecticut,312
3376,CT,2019,April,Psychostimulants with abuse potential (T43.6),66,100.0,0.0824611481129083,Connecticut,67
3377,CT,2019,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",910,100.0,0.0824611481129083,Connecticut,920
3378,CT,2019,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",278,100.0,0.103832357938456,Connecticut,282
3379,CT,2019,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1033,100.0,0.103832357938456,Connecticut,1046
3381,CT,2019,August,Psychostimulants with abuse potential (T43.6),61,100.0,0.103832357938456,Connecticut,62
3382,CT,2019,August,"Synthetic opioids, excl. methadone (T40.4)",923,100.0,0.103832357938456,Connecticut,935
3384,CT,2019,August,Methadone (T40.3),90,100.0,0.103832357938456,Connecticut,92
3385,CT,2019,August,Cocaine (T40.5),349,100.0,0.103832357938456,Connecticut,355
3386,CT,2019,August,Natural & semi-synthetic opioids (T40.2),196,100.0,0.103832357938456,Connecticut,199
3387,CT,2019,August,"Opioids (T40.0-T40.4,T40.6)",1083,100.0,0.103832357938456,Connecticut,1096
3388,CT,2019,August,Number of Drug Overdose Deaths,1183,100.0,0.103832357938456,Connecticut,1196
3389,CT,2019,August,Heroin (T40.1),361,100.0,0.103832357938456,Connecticut,366
3390,CT,2019,December,Number of Drug Overdose Deaths,1231,100.0,0.19094124643941499,Connecticut,1251
3391,CT,2019,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1077,100.0,0.19094124643941499,Connecticut,1096
3392,CT,2019,December,Psychostimulants with abuse potential (T43.6),69,100.0,0.19094124643941499,Connecticut,71
3394,CT,2019,December,Methadone (T40.3),85,100.0,0.19094124643941499,Connecticut,87
3395,CT,2019,December,Cocaine (T40.5),375,100.0,0.19094124643941499,Connecticut,381
3396,CT,2019,December,Heroin (T40.1),346,100.0,0.19094124643941499,Connecticut,352
3397,CT,2019,December,"Synthetic opioids, excl. methadone (T40.4)",974,100.0,0.19094124643941499,Connecticut,993
3398,CT,2019,December,"Opioids (T40.0-T40.4,T40.6)",1119,100.0,0.19094124643941499,Connecticut,1138
3399,CT,2019,December,Natural & semi-synthetic opioids (T40.2),209,100.0,0.19094124643941499,Connecticut,213
3400,CT,2019,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",285,100.0,0.19094124643941499,Connecticut,290
3402,CT,2019,February,Cocaine (T40.5),319,100.0,0.0701508242721852,Connecticut,321
3404,CT,2019,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",909,100.0,0.0701508242721852,Connecticut,914
3405,CT,2019,February,"Opioids (T40.0-T40.4,T40.6)",973,100.0,0.0701508242721852,Connecticut,977
3406,CT,2019,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",235,100.0,0.0701508242721852,Connecticut,237
3407,CT,2019,February,Natural & semi-synthetic opioids (T40.2),163,100.0,0.0701508242721852,Connecticut,165
3408,CT,2019,February,Heroin (T40.1),345,100.0,0.0701508242721852,Connecticut,346
3409,CT,2019,February,"Synthetic opioids, excl. methadone (T40.4)",802,100.0,0.0701508242721852,Connecticut,807
3410,CT,2019,February,Psychostimulants with abuse potential (T43.6),71,100.0,0.0701508242721852,Connecticut,72
3412,CT,2019,February,Number of Drug Overdose Deaths,1080,100.0,0.0701508242721852,Connecticut,1083
3413,CT,2019,February,Methadone (T40.3),78,100.0,0.0701508242721852,Connecticut,79
3415,CT,2019,January,Heroin (T40.1),349,100.0,0.0576165935789507,Connecticut,349
3416,CT,2019,January,"Synthetic opioids, excl. methadone (T40.4)",795,100.0,0.0576165935789507,Connecticut,796
3417,CT,2019,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",906,100.0,0.0576165935789507,Connecticut,906
3418,CT,2019,January,Cocaine (T40.5),317,100.0,0.0576165935789507,Connecticut,317
3420,CT,2019,January,"Opioids (T40.0-T40.4,T40.6)",973,100.0,0.0576165935789507,Connecticut,973
3421,CT,2019,January,Psychostimulants with abuse potential (T43.6),71,100.0,0.0576165935789507,Connecticut,72
3422,CT,2019,January,Natural & semi-synthetic opioids (T40.2),162,100.0,0.0576165935789507,Connecticut,162
3423,CT,2019,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",232,100.0,0.0576165935789507,Connecticut,232
3424,CT,2019,January,Number of Drug Overdose Deaths,1087,100.0,0.0576165935789507,Connecticut,1087
3425,CT,2019,January,Methadone (T40.3),76,100.0,0.0576165935789507,Connecticut,77
3427,CT,2019,July,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",976,100.0,0.0914826498422713,Connecticut,987
3428,CT,2019,July,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",263,100.0,0.0914826498422713,Connecticut,266
3429,CT,2019,July,"Synthetic opioids, excl. methadone (T40.4)",868,100.0,0.0914826498422713,Connecticut,879
3430,CT,2019,July,"Opioids (T40.0-T40.4,T40.6)",1027,100.0,0.0914826498422713,Connecticut,1037
3431,CT,2019,July,Methadone (T40.3),87,100.0,0.0914826498422713,Connecticut,89
3432,CT,2019,July,Psychostimulants with abuse potential (T43.6),58,100.0,0.0914826498422713,Connecticut,59
3433,CT,2019,July,Natural & semi-synthetic opioids (T40.2),183,100.0,0.0914826498422713,Connecticut,185
3435,CT,2019,July,Number of Drug Overdose Deaths,1130,100.0,0.0914826498422713,Connecticut,1140
3436,CT,2019,July,Heroin (T40.1),340,100.0,0.0914826498422713,Connecticut,344
3437,CT,2019,July,Cocaine (T40.5),338,100.0,0.0914826498422713,Connecticut,344
3438,CT,2019,June,"Opioids (T40.0-T40.4,T40.6)",1000,100.0,0.0915144056297138,Connecticut,1009
3439,CT,2019,June,Cocaine (T40.5),319,100.0,0.0915144056297138,Connecticut,324
3440,CT,2019,June,Psychostimulants with abuse potential (T43.6),56,100.0,0.0915144056297138,Connecticut,57
3441,CT,2019,June,Heroin (T40.1),332,100.0,0.0915144056297138,Connecticut,336
3442,CT,2019,June,"Synthetic opioids, excl. methadone (T40.4)",838,100.0,0.0915144056297138,Connecticut,847
3443,CT,2019,June,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",946,100.0,0.0915144056297138,Connecticut,956
3445,CT,2019,June,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",255,100.0,0.0915144056297138,Connecticut,258
3446,CT,2019,June,Natural & semi-synthetic opioids (T40.2),184,100.0,0.0915144056297138,Connecticut,186
3448,CT,2019,June,Number of Drug Overdose Deaths,1102,100.0,0.0915144056297138,Connecticut,1110
3449,CT,2019,June,Methadone (T40.3),78,100.0,0.0915144056297138,Connecticut,79
3450,CT,2019,March,"Opioids (T40.0-T40.4,T40.6)",964,100.0,0.0760841998478316,Connecticut,972
3451,CT,2019,March,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",241,100.0,0.0760841998478316,Connecticut,244
3453,CT,2019,March,Number of Drug Overdose Deaths,1074,100.0,0.0760841998478316,Connecticut,1081
3455,CT,2019,March,Psychostimulants with abuse potential (T43.6),71,100.0,0.0760841998478316,Connecticut,72
3456,CT,2019,March,Natural & semi-synthetic opioids (T40.2),172,100.0,0.0760841998478316,Connecticut,174
3457,CT,2019,March,"Synthetic opioids, excl. methadone (T40.4)",799,100.0,0.0760841998478316,Connecticut,808
3458,CT,2019,March,Methadone (T40.3),75,100.0,0.0760841998478316,Connecticut,77
3459,CT,2019,March,Heroin (T40.1),341,100.0,0.0760841998478316,Connecticut,344
3460,CT,2019,March,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",903,100.0,0.0760841998478316,Connecticut,912
3461,CT,2019,March,Cocaine (T40.5),312,100.0,0.0760841998478316,Connecticut,315
3463,CT,2019,May,Heroin (T40.1),332,100.0,0.0729024691749342,Connecticut,335
3465,CT,2019,May,"Opioids (T40.0-T40.4,T40.6)",988,100.0,0.0729024691749342,Connecticut,996
3466,CT,2019,May,Cocaine (T40.5),308,100.0,0.0729024691749342,Connecticut,314
3467,CT,2019,May,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",246,100.0,0.0729024691749342,Connecticut,249
3468,CT,2019,May,"Synthetic opioids, excl. methadone (T40.4)",822,100.0,0.0729024691749342,Connecticut,831
3469,CT,2019,May,Psychostimulants with abuse potential (T43.6),59,100.0,0.0729024691749342,Connecticut,60
3470,CT,2019,May,Methadone (T40.3),71,100.0,0.0729024691749342,Connecticut,72
3471,CT,2019,May,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",932,100.0,0.0729024691749342,Connecticut,941
3472,CT,2019,May,Natural & semi-synthetic opioids (T40.2),180,100.0,0.0729024691749342,Connecticut,182
3473,CT,2019,May,Number of Drug Overdose Deaths,1093,100.0,0.0729024691749342,Connecticut,1100
3474,CT,2019,November,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1047,100.0,0.11611850364047198,Connecticut,1059
3475,CT,2019,November,Methadone (T40.3),81,100.0,0.11611850364047198,Connecticut,82
3476,CT,2019,November,Number of Drug Overdose Deaths,1197,100.0,0.11611850364047198,Connecticut,1208
3477,CT,2019,November,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",275,100.0,0.11611850364047198,Connecticut,278
3478,CT,2019,November,"Opioids (T40.0-T40.4,T40.6)",1089,100.0,0.11611850364047198,Connecticut,1100
3479,CT,2019,November,Natural & semi-synthetic opioids (T40.2),203,100.0,0.11611850364047198,Connecticut,206
3481,CT,2019,November,Psychostimulants with abuse potential (T43.6),67,100.0,0.11611850364047198,Connecticut,68
3482,CT,2019,November,Cocaine (T40.5),359,100.0,0.11611850364047198,Connecticut,363
3484,CT,2019,November,"Synthetic opioids, excl. methadone (T40.4)",947,100.0,0.11611850364047198,Connecticut,959
3485,CT,2019,November,Heroin (T40.1),355,100.0,0.11611850364047198,Connecticut,359
3486,CT,2019,October,Methadone (T40.3),80,100.0,0.11020845141381698,Connecticut,82
3488,CT,2019,October,Number of Drug Overdose Deaths,1189,100.0,0.11020845141381698,Connecticut,1202
3489,CT,2019,October,"Opioids (T40.0-T40.4,T40.6)",1081,100.0,0.11020845141381698,Connecticut,1094
3490,CT,2019,October,Natural & semi-synthetic opioids (T40.2),206,100.0,0.11020845141381698,Connecticut,209
3491,CT,2019,October,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1036,100.0,0.11020845141381698,Connecticut,1049
3492,CT,2019,October,Cocaine (T40.5),349,100.0,0.11020845141381698,Connecticut,354
3493,CT,2019,October,Heroin (T40.1),357,100.0,0.11020845141381698,Connecticut,362
3495,CT,2019,October,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",278,100.0,0.11020845141381698,Connecticut,282
3496,CT,2019,October,"Synthetic opioids, excl. methadone (T40.4)",935,100.0,0.11020845141381698,Connecticut,948
3497,CT,2019,October,Psychostimulants with abuse potential (T43.6),63,100.0,0.11020845141381698,Connecticut,64
3498,CT,2019,September,Number of Drug Overdose Deaths,1185,100.0,0.103910825618742,Connecticut,1196
3499,CT,2019,September,Natural & semi-synthetic opioids (T40.2),203,100.0,0.103910825618742,Connecticut,206
3502,CT,2019,September,Methadone (T40.3),83,100.0,0.103910825618742,Connecticut,85
3503,CT,2019,September,Heroin (T40.1),356,100.0,0.103910825618742,Connecticut,360
3504,CT,2019,September,"Opioids (T40.0-T40.4,T40.6)",1079,100.0,0.103910825618742,Connecticut,1090
3505,CT,2019,September,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1031,100.0,0.103910825618742,Connecticut,1043
3506,CT,2019,September,Cocaine (T40.5),345,100.0,0.103910825618742,Connecticut,349
3507,CT,2019,September,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",277,100.0,0.103910825618742,Connecticut,281
3508,CT,2019,September,"Synthetic opioids, excl. methadone (T40.4)",927,100.0,0.103910825618742,Connecticut,938
3509,CT,2019,September,Psychostimulants with abuse potential (T43.6),61,100.0,0.103910825618742,Connecticut,62
3510,CT,2020,February,"Opioids (T40.0-T40.4,T40.6)",1143,100.0,0.22922816052251502,Connecticut,1170
3511,CT,2020,February,Natural & semi-synthetic opioids (T40.2),201,100.0,0.22922816052251502,Connecticut,206
3512,CT,2020,February,Cocaine (T40.5),396,100.0,0.22922816052251502,Connecticut,406
3513,CT,2020,February,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1111,100.0,0.22922816052251502,Connecticut,1139
3514,CT,2020,February,Methadone (T40.3),82,100.0,0.22922816052251502,Connecticut,85
3515,CT,2020,February,Number of Drug Overdose Deaths,1260,100.0,0.22922816052251502,Connecticut,1287
3516,CT,2020,February,Psychostimulants with abuse potential (T43.6),69,100.0,0.22922816052251502,Connecticut,71
3517,CT,2020,February,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",275,100.0,0.22922816052251502,Connecticut,282
3520,CT,2020,February,Heroin (T40.1),326,100.0,0.22922816052251502,Connecticut,333
3521,CT,2020,February,"Synthetic opioids, excl. methadone (T40.4)",1018,100.0,0.22922816052251502,Connecticut,1046
3522,CT,2020,January,Natural & semi-synthetic opioids (T40.2),204,100.0,0.185039987454916,Connecticut,207
3523,CT,2020,January,Cocaine (T40.5),382,100.0,0.185039987454916,Connecticut,388
3524,CT,2020,January,Methadone (T40.3),86,100.0,0.185039987454916,Connecticut,88
3525,CT,2020,January,Number of Drug Overdose Deaths,1255,100.0,0.185039987454916,Connecticut,1271
3526,CT,2020,January,Psychostimulants with abuse potential (T43.6),66,100.0,0.185039987454916,Connecticut,68
3527,CT,2020,January,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1102,100.0,0.185039987454916,Connecticut,1118
3530,CT,2020,January,Heroin (T40.1),332,100.0,0.185039987454916,Connecticut,337
3531,CT,2020,January,"Synthetic opioids, excl. methadone (T40.4)",1004,100.0,0.185039987454916,Connecticut,1021
3532,CT,2020,January,"Opioids (T40.0-T40.4,T40.6)",1139,100.0,0.185039987454916,Connecticut,1154
3533,CT,2020,January,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",282,100.0,0.185039987454916,Connecticut,286
3535,DC,2015,April,Cocaine (T40.5),43,100.0,0.13937282229965198,District of Columbia,44
3537,DC,2015,April,"Synthetic opioids, excl. methadone (T40.4)",20,100.0,0.13937282229965198,District of Columbia,21
3538,DC,2015,April,Heroin (T40.1),52,100.0,0.13937282229965198,District of Columbia,53
3539,DC,2015,April,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",39,100.0,0.13937282229965198,District of Columbia,40
3540,DC,2015,April,"Opioids (T40.0-T40.4,T40.6)",80,100.0,0.13937282229965198,District of Columbia,82
3541,DC,2015,April,Natural & semi-synthetic opioids (T40.2),20,100.0,0.13937282229965198,District of Columbia,21
3542,DC,2015,April,Number of Drug Overdose Deaths,113,100.0,0.13937282229965198,District of Columbia,115
3543,DC,2015,April,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",24,100.0,0.13937282229965198,District of Columbia,25
3546,DC,2015,August,"Synthetic opioids, excl. methadone (T40.4)",17,100.0,0.14027704716815698,District of Columbia,18
3548,DC,2015,August,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",25,100.0,0.14027704716815698,District of Columbia,26
3549,DC,2015,August,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",39,100.0,0.14027704716815698,District of Columbia,40
3550,DC,2015,August,"Opioids (T40.0-T40.4,T40.6)",82,100.0,0.14027704716815698,District of Columbia,84
3551,DC,2015,August,Heroin (T40.1),53,100.0,0.14027704716815698,District of Columbia,54
3553,DC,2015,August,Natural & semi-synthetic opioids (T40.2),20,100.0,0.14027704716815698,District of Columbia,21
3554,DC,2015,August,Cocaine (T40.5),33,100.0,0.14027704716815698,District of Columbia,34
3555,DC,2015,August,Number of Drug Overdose Deaths,115,100.0,0.14027704716815698,District of Columbia,117
3558,DC,2015,December,"Synthetic opioids, excl. methadone (T40.4)",28,100.0,0.10515247108307,District of Columbia,29
3562,DC,2015,December,Cocaine (T40.5),37,100.0,0.10515247108307,District of Columbia,38
3563,DC,2015,December,"Opioids (T40.0-T40.4,T40.6)",112,100.0,0.10515247108307,District of Columbia,114
3564,DC,2015,December,Heroin (T40.1),83,100.0,0.10515247108307,District of Columbia,84
3566,DC,2015,December,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",27,100.0,0.10515247108307,District of Columbia,28
3567,DC,2015,December,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",51,100.0,0.10515247108307,District of Columbia,52
